x;y;z;au_ppm;lenau;cu_pct;lencu;as_ppm;lenas;lit;mnz;alt;dhid
22997.607;33352.743;4206.375;-99;0;-99;0;-99;0;20;2;500;1
22997.607;33350.936;4202.5;0.16;0.951;0.015;0.951;-99;0;20;2;500;1
22997.607;33348.604;4197.5;0.435;5.517;0.018;5.517;-99;0;20;2;500;1
22997.607;33346.273;4192.5;0.188;5.517;0.028;5.517;-99;0;20;2;500;1
22997.607;33343.941;4187.5;0.19;5.517;0.017;5.517;-99;0;20;2;500;1
22997.607;33341.61;4182.5;0.537;5.517;0.009;5.517;-99;0;20;2;500;1
22997.607;33339.278;4177.5;0.37;5.517;0.022;5.517;-99;0;20;2;500;1
22997.607;33336.947;4172.5;0.113;5.517;0.017;5.517;-99;0;20;2;500;1
22997.607;33334.615;4167.5;0.281;5.517;0.006;5.517;-99;0;20;2;500;1
22997.607;33332.284;4162.5;0.149;5.517;0.012;5.517;-99;0;20;2;500;1
22997.607;33329.952;4157.5;0.121;5.517;0.016;5.517;-99;0;20;2;500;1
22997.607;33327.621;4152.5;0.18;5.517;0.014;5.517;-99;0;20;2;500;1
22997.607;33325.289;4147.5;0.204;5.517;0.012;5.517;-99;0;20;2;500;1
22997.607;33322.957;4142.5;0.371;5.517;0.009;5.517;-99;0;20;2;500;1
22997.607;33320.626;4137.5;0.144;5.517;0.011;5.517;-99;0;20;2;500;1
22997.607;33318.294;4132.5;0.11;5.517;0.009;5.517;-99;0;20;2;500;1
22997.607;33315.963;4127.5;0.188;5.517;0.01;5.517;-99;0;20;2;500;1
22997.607;33313.631;4122.5;0.12;5.517;0.017;5.517;-99;0;20;2;500;1
22997.607;33311.3;4117.5;0.181;5.517;0.012;5.517;-99;0;20;2;500;1
22997.607;33308.968;4112.5;0.165;5.517;0.012;5.517;-99;0;20;2;500;1
22997.607;33306.637;4107.5;0.2;5.517;0.009;5.517;-99;0;20;2;500;1
22997.607;33304.305;4102.5;0.262;5.517;0.013;5.517;-99;0;20;2;500;1
22997.607;33301.974;4097.5;0.19;5.517;0.01;5.517;-99;0;20;2;500;1
22997.607;33299.642;4092.5;0.128;5.517;0.014;5.517;-99;0;20;2;500;1
22997.607;33297.311;4087.5;0.146;5.517;0.016;5.517;-99;0;20;2;500;1
22997.607;33294.979;4082.5;0.082;5.517;0.013;5.517;-99;0;20;2;500;1
22997.607;33292.647;4077.5;0.059;5.517;0.01;5.517;-99;0;20;2;500;1
22997.607;33290.316;4072.5;0.052;5.517;0.01;5.517;-99;0;20;2;500;1
22997.607;33287.984;4067.5;0.061;5.517;0.012;5.517;-99;0;20;2;500;1
22997.607;33285.653;4062.5;0.05;5.517;0.008;5.517;-99;0;20;2;500;1
22997.607;33283.321;4057.5;0.052;5.517;0.008;5.517;-99;0;20;2;500;1
22997.607;33280.99;4052.5;0.101;5.517;0.011;5.517;-99;0;20;2;500;1
22997.607;33278.658;4047.5;0.05;5.517;0.013;5.517;-99;0;20;2;500;1
22997.607;33276.327;4042.5;0.146;5.517;0.015;5.517;-99;0;20;2;500;1
22997.607;33273.995;4037.5;0.202;5.517;0.015;5.517;-99;0;20;2;500;1
22997.607;33271.664;4032.5;0.118;5.517;0.009;5.517;-99;0;20;2;500;1
22997.607;33269.332;4027.5;0.246;5.517;0.012;5.517;-99;0;20;2;500;1
22997.607;33267.001;4022.5;0.18;5.517;0.015;5.517;-99;0;20;2;500;1
22997.607;33264.669;4017.5;0.138;5.517;0.02;5.517;-99;0;20;2;500;1
22997.607;33262.337;4012.5;0.252;5.517;0.011;5.517;-99;0;20;2;500;1
22997.607;33260.006;4007.5;0.13;5.517;0.018;5.517;-99;0;20;2;500;1
22997.607;33257.674;4002.5;0.186;5.517;0.023;5.517;-99;0;20;2;500;1
22997.607;33255.343;3997.5;0.114;5.517;0.03;5.517;-99;0;20;2;500;1
22997.607;33253.011;3992.5;0.156;5.517;0.033;5.517;-99;0;20;2;500;1
22997.607;33250.68;3987.5;0.541;5.517;0.056;5.517;-99;0;20;2;500;1
22997.607;33248.348;3982.5;0.134;5.517;0.039;5.517;-99;0;20;2;500;1
22997.607;33246.017;3977.5;0.086;5.517;0.046;5.517;-99;0;20;2;500;1
22997.607;33243.685;3972.5;0.083;5.517;0.085;5.517;-99;0;20;2;500;1
22997.607;33241.354;3967.5;0.114;5.517;0.012;5.517;-99;0;20;2;500;1
22997.607;33239.022;3962.5;0.087;5.517;0.03;5.517;-99;0;20;2;500;1
22997.607;33236.691;3957.5;0.054;5.517;0.01;5.517;-99;0;20;2;500;1
22997.607;33234.359;3952.5;0.065;5.517;0.005;5.517;-99;0;20;2;500;1
22997.607;33232.027;3947.5;0.067;5.517;0.005;5.517;-99;0;20;2;500;1
22997.607;33229.696;3942.5;0.074;5.517;0.07;5.517;-99;0;20;5;500;1
22997.607;33227.364;3937.5;0.153;5.517;0.23;5.517;-99;0;20;4;500;1
22997.607;33225.033;3932.5;0.099;5.517;0.221;5.517;-99;0;20;4;500;1
22997.607;33222.701;3927.5;0.1;5.517;0.168;5.517;-99;0;20;5;500;1
22997.607;33220.37;3922.5;0.103;5.517;0.103;5.517;-99;0;20;5;500;1
22997.607;33218.038;3917.5;0.07;5.517;0.096;5.517;-99;0;20;5;500;1
22997.607;33215.707;3912.5;0.075;5.517;0.119;5.517;-99;0;20;4;500;1
22997.607;33213.375;3907.5;0.077;5.517;0.16;5.517;-99;0;20;4;500;1
22997.607;33211.044;3902.5;0.104;5.517;0.148;5.517;-99;0;20;4;500;1
22997.607;33208.712;3897.5;0.056;5.517;0.1;5.517;-99;0;20;5;500;1
22997.607;33206.381;3892.5;0.052;5.517;0.052;5.517;-99;0;20;5;500;1
22997.607;33204.049;3887.5;0.055;5.517;0.045;5.517;-99;0;20;5;500;1
22997.607;33201.717;3882.5;0.086;5.517;0.204;5.517;-99;0;20;5;500;1
22997.607;33199.386;3877.5;0.081;5.517;0.11;5.517;-99;0;20;5;500;1
22997.607;33197.054;3872.5;0.054;5.517;0.049;5.517;-99;0;20;5;500;1
22997.607;33194.723;3867.5;0.054;5.517;0.063;5.517;-99;0;20;5;500;1
22997.607;33192.391;3862.5;0.061;5.517;0.146;5.517;-99;0;20;5;500;1
22997.607;33190.06;3857.5;0.066;5.517;0.061;5.517;-99;0;20;5;500;1
22997.607;33187.728;3852.5;0.09;5.517;0.418;5.517;-99;0;20;5;500;1
22997.607;33185.397;3847.5;0.095;5.517;0.508;5.517;-99;0;20;5;500;1
22997.607;33184.22;3844.978;0.05;0.05;0.191;0.05;-99;0;20;5;500;1
23117.534;33001.558;4126.054;-99;0;-99;0;-99;0;100;100;100;2
23116.887;33000.438;4122.5;-99;0;-99;0;-99;0;100;100;100;2
23115.977;32998.861;4117.5;-99;0;-99;0;-99;0;100;100;100;2
23115.068;32997.285;4112.5;-99;0;-99;0;-99;0;20;2;400;2
23114.158;32995.709;4107.5;-99;0;-99;0;-99;0;20;2;400;2
23113.248;32994.133;4102.5;-99;0;-99;0;-99;0;20;2;400;2
23112.338;32992.557;4097.5;0.029;0.929;0.013;0.929;-99;0;20;2;400;2
23111.428;32990.981;4092.5;0.038;5.321;0.01;5.321;-99;0;20;2;400;2
23110.518;32989.405;4087.5;0.04;5.321;0.013;5.321;-99;0;20;2;400;2
23109.608;32987.829;4082.5;0.063;5.321;0.017;5.321;-99;0;20;2;400;2
23108.698;32986.253;4077.5;0.03;5.321;0.009;5.321;-99;0;20;2;400;2
23107.788;32984.677;4072.5;0.02;5.321;0.015;5.321;-99;0;20;2;400;2
23106.878;32983.101;4067.5;0.039;5.321;0.038;5.321;-99;0;20;2;400;2
23105.968;32981.525;4062.5;0.025;5.321;0.046;5.321;-99;0;20;2;400;2
23105.058;32979.949;4057.5;0.038;3.321;0.132;3.321;-99;0;20;2;400;2
23104.148;32978.373;4052.5;0.023;5.321;0.31;5.321;-99;0;20;4;400;2
23103.239;32976.797;4047.5;0.02;5.321;0.233;5.321;-99;0;20;4;400;2
23102.329;32975.221;4042.5;0.064;5.321;0.287;5.321;-99;0;20;4;400;2
23101.419;32973.645;4037.5;0.047;5.321;0.223;5.321;7;0.019;20;4;400;2
23100.509;32972.069;4032.5;0.022;5.321;0.213;5.321;5.745;5.321;20;4;400;2
23099.599;32970.493;4027.5;0.023;5.321;0.315;5.321;5;5.321;20;4;400;2
23098.689;32968.917;4022.5;0.029;5.321;0.167;5.321;5;5.321;20;4;400;2
23097.779;32967.341;4017.5;0.021;5.321;0.312;5.321;5;5.321;20;4;400;2
23096.869;32965.765;4012.5;0.014;5.321;0.211;5.321;5;2.697;20;4;400;2
23095.959;32964.189;4007.5;0.024;5.321;0.333;5.321;-99;0;20;4;400;2
23095.049;32962.613;4002.5;0.025;5.321;0.739;5.321;-99;0;20;4;400;2
23094.139;32961.037;3997.5;0.015;5.321;0.758;5.321;-99;0;20;4;400;2
23093.229;32959.461;3992.5;0.021;5.321;0.777;5.321;-99;0;20;4;400;2
23092.319;32957.885;3987.5;0.017;5.321;0.023;5.321;-99;0;20;5;400;2
23091.409;32956.308;3982.5;0.013;5.321;0.015;5.321;-99;0;20;5;400;2
23090.5;32954.732;3977.5;0.012;5.321;0.015;5.321;-99;0;20;5;400;2
23089.59;32953.156;3972.5;0.02;5.321;0.034;5.321;-99;0;20;5;400;2
23088.68;32951.58;3967.5;0.031;5.321;0.033;5.321;-99;0;20;5;400;2
23087.77;32950.004;3962.5;0.022;5.321;0.017;5.321;-99;0;20;5;400;2
23086.86;32948.428;3957.5;0.023;5.321;0.039;5.321;-99;0;20;5;400;2
23085.95;32946.852;3952.5;0.089;5.321;0.138;5.321;-99;0;20;5;400;2
23085.04;32945.276;3947.5;0.082;5.321;0.142;5.321;-99;0;20;5;400;2
23084.13;32943.7;3942.5;0.032;5.321;0.18;5.321;-99;0;20;5;400;2
23083.22;32942.124;3937.5;0.028;5.321;0.05;5.321;-99;0;20;5;400;2
23082.31;32940.548;3932.5;0.015;5.321;0.043;5.321;-99;0;20;5;400;2
23081.4;32938.972;3927.5;0.028;5.321;0.034;5.321;-99;0;20;5;400;2
23080.49;32937.396;3922.5;0.031;5.321;0.043;5.321;-99;0;20;5;400;2
23079.58;32935.82;3917.5;0.03;5.321;0.041;5.321;-99;0;20;5;400;2
23078.671;32934.244;3912.5;0.107;5.321;0.062;5.321;-99;0;20;5;400;2
23077.761;32932.668;3907.5;0.039;5.321;0.089;5.321;-99;0;20;5;400;2
23076.851;32931.092;3902.5;0.034;5.321;0.168;5.321;-99;0;20;5;400;2
23075.941;32929.516;3897.5;0.018;5.321;0.11;5.321;-99;0;20;5;400;2
23075.031;32927.94;3892.5;0.016;5.321;0.024;5.321;-99;0;20;5;400;2
23074.121;32926.364;3887.5;0.019;5.321;0.026;5.321;-99;0;20;5;400;2
23073.211;32924.788;3882.5;0.012;5.321;0.039;5.321;-99;0;20;5;400;2
23072.301;32923.212;3877.5;0.01;5.321;0.043;5.321;-99;0;20;5;400;2
23071.471;32921.775;3872.941;0.005;4.382;0.043;4.382;-99;0;20;5;400;2
23231.543;33228.365;4171.474;-99;0;-99;0;-99;0;20;2;500;3
23230.82;33227.113;4167.5;-99;0;-99;0;-99;0;20;2;400;3
23229.91;33225.537;4162.5;-99;0;-99;0;-99;0;20;2;400;3
23229;33223.961;4157.5;-99;0;-99;0;-99;0;20;2;400;3
23228.09;33222.385;4152.5;-99;0;-99;0;-99;0;20;2;400;3
23227.18;33220.809;4147.5;-99;0;-99;0;-99;0;20;2;400;3
23226.27;33219.233;4142.5;-99;0;-99;0;-99;0;20;2;400;3
23225.36;33217.657;4137.5;0.077;4.223;0.006;4.223;10.228;4.223;20;2;400;3
23224.45;33216.08;4132.5;0.049;5.321;0.008;5.321;9.805;5.321;20;2;400;3
23223.54;33214.504;4127.5;0.17;5.321;0.012;5.321;20.493;5.321;20;2;400;3
23222.63;33212.928;4122.5;0.058;5.321;0.008;5.321;8.383;5.321;20;2;400;3
23221.72;33211.352;4117.5;0.018;5.321;0.005;5.321;5;5.321;20;2;400;3
23220.81;33209.776;4112.5;0.106;5.321;0.009;5.321;32.579;5.321;20;2;400;3
23219.9;33208.2;4107.5;0.049;5.321;0.006;5.321;14.156;5.321;20;2;400;3
23218.991;33206.624;4102.5;0.065;5.321;0.008;5.321;39.57;5.321;20;2;400;3
23218.081;33205.048;4097.5;0.12;5.321;0.011;5.321;187.739;5.321;20;2;400;3
23217.171;33203.472;4092.5;0.084;5.321;0.01;5.321;105.402;5.321;20;2;400;3
23216.261;33201.896;4087.5;0.086;5.321;0.01;5.321;14.242;5.321;20;2;400;3
23215.351;33200.32;4082.5;0.066;5.321;0.009;5.321;5.536;5.321;20;2;400;3
23214.441;33198.744;4077.5;0.052;5.321;0.007;5.321;11.322;5.321;20;2;400;3
23213.531;33197.168;4072.5;0.055;5.321;0.008;5.321;7.323;5.321;20;2;400;3
23212.621;33195.592;4067.5;0.059;5.321;0.01;5.321;5;5.321;20;2;400;3
23211.711;33194.016;4062.5;0.07;5.321;0.01;5.321;5.148;5.321;20;2;400;3
23210.801;33192.44;4057.5;0.057;5.321;0.01;5.321;6.356;5.321;20;2;400;3
23209.891;33190.864;4052.5;0.058;5.321;0.007;5.321;21.282;5.321;20;2;400;3
23208.981;33189.288;4047.5;0.054;5.321;0.006;5.321;38.108;5.321;20;2;400;3
23208.071;33187.712;4042.5;0.034;5.321;0.01;5.321;16.511;5.321;20;2;400;3
23207.161;33186.136;4037.5;0.058;5.321;0.006;5.321;15.67;5.321;20;2;400;3
23206.252;33184.56;4032.5;0.026;5.321;0.007;5.321;25.795;5.321;20;2;400;3
23205.342;33182.984;4027.5;0.019;5.321;0.006;5.321;34.019;3.878;20;2;400;3
23204.432;33181.408;4022.5;0.049;5.321;0.006;5.321;18.741;4.764;20;2;400;3
23203.522;33179.832;4017.5;0.048;5.321;0.01;5.321;34.627;5.321;20;2;400;3
23202.612;33178.256;4012.5;0.041;5.321;0.004;5.321;24.482;5.321;20;2;400;3
23201.702;33176.68;4007.5;0.079;5.321;0.006;5.321;49.205;5.321;20;2;400;3
23200.792;33175.104;4002.5;0.072;5.321;0.008;5.321;18.634;5.321;20;2;400;3
23199.882;33173.527;3997.5;0.117;5.321;0.012;5.321;32.835;5.321;20;2;400;3
23198.972;33171.951;3992.5;0.082;5.321;0.006;5.321;12.58;5.321;20;2;400;3
23198.062;33170.375;3987.5;0.079;5.321;0.006;5.321;27.05;5.321;20;2;400;3
23197.152;33168.799;3982.5;0.055;5.321;0.008;5.321;20.975;5.321;20;2;400;3
23196.242;33167.223;3977.5;0.192;5.321;0.007;5.321;41.904;5.321;20;2;400;3
23195.332;33165.647;3972.5;0.137;5.321;0.008;5.321;18.125;5.321;20;2;400;3
23194.423;33164.071;3967.5;0.095;5.321;0.008;5.321;9.232;5.321;20;2;400;3
23193.513;33162.495;3962.5;0.044;5.321;0.007;5.321;38.214;5.321;20;2;400;3
23192.603;33160.919;3957.5;0.125;5.321;0.009;5.321;62.724;5.321;20;2;400;3
23191.693;33159.343;3952.5;0.076;5.321;0.01;5.321;39.6;5.321;20;2;400;3
23190.783;33157.767;3947.5;0.121;5.321;0.008;5.321;27.934;5.321;20;2;400;3
23189.873;33156.191;3942.5;0.109;5.321;0.014;5.321;12.491;5.321;20;2;400;3
23188.963;33154.615;3937.5;0.089;5.321;0.013;5.321;27.252;5.321;20;2;400;3
23188.053;33153.039;3932.5;0.102;5.321;0.015;5.321;40.707;5.321;20;2;500;3
23187.143;33151.463;3927.5;0.045;5.321;0.01;5.321;35.436;5.321;20;2;500;3
23186.233;33149.887;3922.5;0.032;5.321;0.015;5.321;18.87;5.321;20;2;500;3
23185.323;33148.311;3917.5;0.046;5.321;0.016;5.321;9.511;5.321;20;2;500;3
23184.413;33146.735;3912.5;0.063;5.321;0.013;5.321;5.685;5.321;20;2;500;3
23183.503;33145.159;3907.5;0.071;5.321;0.212;5.321;14.959;5.321;20;5;500;3
23182.593;33143.583;3902.5;0.042;5.321;0.174;5.321;21.419;5.321;20;5;500;3
23181.684;33142.007;3897.5;0.132;5.321;0.422;5.321;12.142;5.321;20;4;500;3
23180.774;33140.431;3892.5;0.112;5.321;0.364;5.321;5;2.214;20;4;500;3
23179.864;33138.855;3887.5;0.261;5.321;0.26;5.321;10.872;4.428;20;4;500;3
23178.954;33137.279;3882.5;0.058;5.321;0.124;5.321;8.383;5.321;20;5;500;3
23178.044;33135.703;3877.5;0.096;5.321;0.202;5.321;5.644;3.321;20;5;500;3
23177.134;33134.127;3872.5;0.11;5.321;0.353;5.321;6.203;4.041;20;5;500;3
23176.224;33132.551;3867.5;0.055;5.321;0.138;5.321;6.21;5.321;20;5;500;3
23175.314;33130.974;3862.5;0.048;5.321;0.139;5.321;5;5.321;20;5;500;3
23174.404;33129.398;3857.5;0.066;5.321;0.147;5.321;6.879;5.321;20;5;500;3
23173.494;33127.822;3852.5;0.099;5.321;0.153;5.321;5;5.321;20;5;500;3
23172.584;33126.246;3847.5;0.086;5.321;0.154;5.321;12.142;5.321;20;5;500;3
23172.006;33125.244;3844.321;0.045;1.445;0.087;1.445;5;1.445;20;5;500;3
23718.445;33081.017;4082.097;-99;0;-99;0;-99;0;100;100;100;4
23717.609;33079.568;4077.5;0.1;0.634;0.031;0.634;-99;0;20;2;500;4
23716.964;33078.452;4073.959;0.151;2.216;0.024;2.216;310;2;20;2;400;4
23716.509;33077.664;4071.459;0.403;3.105;0.035;3.105;288.41;3.105;40;2;400;4
23715.789;33076.416;4067.5;0.446;5.321;0.02;5.321;96.672;5.321;40;2;400;4
23714.879;33074.84;4062.5;0.588;5.321;0.019;5.321;100.694;5.321;40;2;400;4
23713.969;33073.264;4057.5;0.439;5.321;0.026;5.321;227.425;5.321;40;2;400;4
23713.059;33071.688;4052.5;0.469;5.321;0.045;5.321;239.779;5.321;40;2;400;4
23712.149;33070.112;4047.5;0.463;5.321;0.016;5.321;169.943;5.321;40;2;400;4
23711.239;33068.536;4042.5;0.601;5.321;0.029;5.321;57.914;5.321;40;2;400;4
23710.329;33066.96;4037.5;0.39;5.321;0.013;5.321;150.779;5.321;40;2;400;4
23709.419;33065.384;4032.5;0.395;5.321;0.009;5.321;384.415;5.321;40;2;400;4
23708.51;33063.808;4027.5;0.203;5.321;0.011;5.321;381.1;5.321;40;2;400;4
23707.6;33062.232;4022.5;0.336;5.321;0.013;5.321;179.24;5.321;40;2;400;4
23706.69;33060.656;4017.5;0.346;5.321;0.015;5.321;101.425;5.321;40;2;400;4
23705.78;33059.08;4012.5;0.197;5.321;0.011;5.321;59.164;5.321;40;2;400;4
23704.87;33057.503;4007.5;0.233;5.321;0.014;5.321;77.095;5.321;40;2;400;4
23703.96;33055.927;4002.5;0.215;5.321;0.012;5.321;125.167;5.321;40;2;400;4
23703.05;33054.351;3997.5;0.217;5.321;0.013;5.321;46.054;5.321;40;2;400;4
23702.14;33052.775;3992.5;0.219;5.321;0.011;5.321;19.48;5.321;40;2;400;4
23701.23;33051.199;3987.5;0.188;5.321;0.007;5.321;25.175;5.321;40;2;400;4
23700.32;33049.623;3982.5;0.238;5.321;0.011;5.321;35.504;5.321;40;2;400;4
23699.41;33048.047;3977.5;0.296;5.321;0.017;5.321;62.432;5.321;40;2;400;4
23698.5;33046.471;3972.5;0.278;5.321;0.026;5.321;64.7;5.321;40;2;400;4
23697.59;33044.895;3967.5;0.322;5.321;0.02;5.321;37.041;5.321;40;2;400;4
23696.681;33043.319;3962.5;0.235;5.321;0.016;5.321;43.071;5.321;40;2;400;4
23695.771;33041.743;3957.5;0.277;5.321;0.012;5.321;34.113;5.321;40;2;500;4
23694.861;33040.167;3952.5;0.399;5.321;0.011;5.321;6.451;5.321;40;2;500;4
23693.951;33038.591;3947.5;0.229;5.321;0.017;5.321;8.361;5.321;40;2;500;4
23693.041;33037.015;3942.5;0.333;5.321;0.518;5.321;66.154;5.321;40;2;500;4
23692.131;33035.439;3937.5;0.347;5.321;0.971;5.321;67.531;5.321;40;4;500;4
23691.221;33033.863;3932.5;0.389;5.321;1.214;5.321;48.334;5.321;40;4;500;4
23690.311;33032.287;3927.5;0.35;5.321;1.179;5.321;73.983;5.321;40;4;500;4
23689.401;33030.711;3922.5;0.326;5.321;1.205;5.321;22.514;4.589;40;4;500;4
23688.491;33029.135;3917.5;0.414;5.321;1.65;5.321;5.039;4.053;40;4;500;4
23687.581;33027.559;3912.5;0.271;5.321;0.941;5.321;20.046;5.321;40;4;500;4
23686.671;33025.983;3907.5;0.287;5.321;1.057;5.321;10.3;5.321;40;4;500;4
23685.761;33024.407;3902.5;0.373;5.321;1.188;5.321;42.758;3.321;40;4;500;4
23684.851;33022.831;3897.5;0.311;5.321;0.943;5.321;58.168;5.321;40;4;500;4
23683.942;33021.255;3892.5;0.31;5.321;1.137;5.321;47.073;3.321;40;4;500;4
23683.032;33019.679;3887.5;0.36;5.321;1.299;5.321;116.953;3.321;40;4;500;4
23682.122;33018.103;3882.5;0.387;5.321;1.209;5.321;35.28;4.022;40;4;500;4
23681.436;33016.914;3878.731;0.362;2.701;1.36;2.701;37;2;40;4;500;4
23680.981;33016.126;3876.231;0.32;2.62;0.365;2.62;6;0.62;20;4;500;4
23680.302;33014.95;3872.5;0.334;5.321;0.349;5.321;45.138;5.321;20;4;500;4
23679.392;33013.374;3867.5;0.31;5.321;0.353;5.321;26.186;5.321;20;4;500;4
23678.482;33011.798;3862.5;0.351;5.321;0.423;5.321;19.779;3.321;20;4;500;4
23677.572;33010.222;3857.5;0.369;5.321;0.416;5.321;27.455;5.321;20;4;500;4
23676.662;33008.646;3852.5;0.396;5.321;0.42;5.321;25.76;5.321;20;4;500;4
23675.752;33007.07;3847.5;0.36;5.321;0.401;5.321;39.141;5.321;20;4;500;4
23674.842;33005.494;3842.5;0.498;5.321;0.534;5.321;42.38;5.321;20;4;500;4
23673.932;33003.918;3837.5;0.584;5.321;0.75;5.321;46;0.134;20;4;500;4
23673.022;33002.342;3832.5;0.474;5.321;0.522;5.321;-99;0;20;4;500;4
23672.113;33000.766;3827.5;0.28;5.321;0.28;5.321;-99;0;20;4;500;4
23671.203;32999.19;3822.5;0.292;5.321;0.25;5.321;-99;0;20;5;500;4
23670.293;32997.614;3817.5;0.089;5.321;0.058;5.321;-99;0;20;5;500;4
23669.383;32996.038;3812.5;0.19;5.321;0.227;5.321;-99;0;20;5;500;4
23668.473;32994.462;3807.5;0.305;5.321;0.376;5.321;-99;0;20;4;500;4
23667.563;32992.886;3802.5;0.552;5.321;0.641;5.321;-99;0;20;4;500;4
23666.993;32991.898;3799.367;0.482;1.347;0.366;1.347;-99;0;20;4;500;4
23247.885;32706.699;4021.638;-99;0;-99;0;-99;0;100;100;100;5
23248.638;32708.004;4017.5;-99;0;-99;0;-99;0;20;2;500;5
23249.548;32709.58;4012.5;0.11;4.128;0.015;4.128;-99;0;20;2;400;5
23250.458;32711.156;4007.5;0.121;5.321;0.023;5.321;-99;0;20;2;400;5
23251.368;32712.732;4002.5;0.089;5.321;0.024;5.321;-99;0;20;2;400;5
23252.278;32714.308;3997.5;0.121;5.321;0.028;5.321;-99;0;20;2;400;5
23253.188;32715.884;3992.5;0.218;5.321;0.474;5.321;-99;0;20;5;400;5
23254.098;32717.46;3987.5;0.136;5.321;0.444;5.321;-99;0;20;4;400;5
23255.008;32719.036;3982.5;0.08;5.321;1.085;5.321;-99;0;20;4;400;5
23255.918;32720.612;3977.5;0.038;5.321;0.391;5.321;-99;0;20;4;400;5
23256.827;32722.188;3972.5;0.038;5.321;0.364;5.321;-99;0;20;4;400;5
23257.737;32723.764;3967.5;0.091;5.321;0.872;5.321;-99;0;20;4;400;5
23258.647;32725.34;3962.5;0.183;5.321;0.889;5.321;-99;0;20;4;400;5
23259.557;32726.916;3957.5;0.156;5.321;0.45;5.321;-99;0;20;4;400;5
23260.467;32728.492;3952.5;0.157;5.321;0.406;5.321;-99;0;20;4;400;5
23261.377;32730.068;3947.5;0.226;5.321;1.666;5.321;-99;0;20;4;400;5
23262.287;32731.644;3942.5;0.178;5.321;1.055;5.321;-99;0;20;4;400;5
23263.197;32733.22;3937.5;0.142;5.321;0.27;5.321;-99;0;20;5;300;5
23264.107;32734.796;3932.5;0.166;5.321;0.227;5.321;-99;0;20;5;300;5
23265.017;32736.372;3927.5;0.173;5.321;0.277;5.321;-99;0;20;5;300;5
23265.927;32737.948;3922.5;0.209;5.321;0.31;5.321;-99;0;20;5;300;5
23266.837;32739.524;3917.5;0.228;5.321;0.31;5.321;-99;0;20;5;300;5
23267.747;32741.1;3912.5;0.209;5.321;0.339;5.321;-99;0;20;5;300;5
23268.657;32742.676;3907.5;0.15;5.321;0.252;5.321;-99;0;20;5;300;5
23269.566;32744.252;3902.5;0.163;5.321;0.308;5.321;-99;0;20;5;300;5
23270.476;32745.829;3897.5;0.22;5.321;0.381;5.321;-99;0;20;5;300;5
23271.386;32747.405;3892.5;0.212;5.321;0.314;5.321;-99;0;20;5;300;5
23272.296;32748.981;3887.5;0.218;5.321;0.363;5.321;-99;0;20;5;300;5
23273.206;32750.557;3882.5;0.223;5.321;0.355;5.321;-99;0;20;5;300;5
23274.116;32752.133;3877.5;0.195;5.321;0.321;5.321;-99;0;20;5;300;5
23275.026;32753.709;3872.5;0.295;5.321;0.355;5.321;-99;0;20;5;300;5
23275.936;32755.285;3867.5;0.207;5.321;0.166;5.321;-99;0;20;5;300;5
23276.846;32756.861;3862.5;0.113;5.321;0.109;5.321;-99;0;20;5;300;5
23277.756;32758.437;3857.5;0.296;5.321;0.357;5.321;-99;0;20;5;300;5
23278.461;32759.658;3853.626;0.218;2.924;0.268;2.924;-99;0;20;5;300;5
23278.916;32760.446;3851.126;0.257;2.396;0.391;2.396;-99;0;30;5;300;5
23279.576;32761.589;3847.5;0.465;5.321;0.6;5.321;-99;0;30;5;300;5
23280.486;32763.165;3842.5;0.413;5.321;0.661;5.321;-99;0;30;5;300;5
23281.395;32764.741;3837.5;0.475;5.321;0.657;5.321;-99;0;30;5;200;5
23282.305;32766.317;3832.5;0.443;5.321;0.644;5.321;-99;0;30;5;200;5
23283.215;32767.893;3827.5;0.422;5.321;0.511;5.321;-99;0;30;5;200;5
23284.125;32769.469;3822.5;0.558;5.321;0.684;5.321;-99;0;30;5;200;5
23285.035;32771.045;3817.5;0.679;5.321;0.811;5.321;-99;0;30;5;200;5
23285.945;32772.621;3812.5;0.514;5.321;0.74;5.321;-99;0;30;5;200;5
23286.855;32774.197;3807.5;0.473;5.321;0.725;5.321;-99;0;30;5;200;5
23287.373;32775.094;3804.654;0.577;0.736;0.736;0.736;-99;0;30;5;200;5
23920.117;33096.048;4075.63;-99;0;-99;0;-99;0;100;100;100;7
23919.548;33095.061;4072.5;-99;0;-99;0;-99;0;100;100;100;7
23918.638;33093.485;4067.5;-99;0;-99;0;-99;0;100;100;100;7
23917.728;33091.909;4062.5;-99;0;-99;0;-99;0;20;2;500;7
23916.818;33090.333;4057.5;-99;0;-99;0;-99;0;20;2;500;7
23915.908;33088.757;4052.5;-99;0;-99;0;-99;0;20;2;500;7
23914.998;33087.181;4047.5;-99;0;-99;0;-99;0;20;2;500;7
23914.088;33085.605;4042.5;-99;0;-99;0;-99;0;20;2;400;7
23913.178;33084.029;4037.5;-99;0;-99;0;-99;0;20;2;400;7
23912.269;33082.453;4032.5;-99;0;-99;0;-99;0;20;2;400;7
23911.359;33080.877;4027.5;-99;0;-99;0;-99;0;20;2;400;7
23910.449;33079.301;4022.5;0.083;1.31;0.009;1.31;-99;0;20;2;400;7
23909.539;33077.725;4017.5;0.038;5.321;0.005;5.321;144.954;5.19;20;2;400;7
23908.629;33076.149;4012.5;0.074;5.321;0.004;5.321;68.291;5.321;20;2;400;7
